Cites,Authors,Title,Year,keywords,Affiliations,PapersNum
6,A Albeshri,A framework for faster porting of scientific applications between heterogeneous clouds,2017,"Maintainability, Code transformation, Source-to-source translation, Portability, Heterogeneous architecture",King Abdulaziz University,
3,A Albeshri,High performance 2-D Laplace equation solver through massive hybrid parallelism,2017,"High Performance Computing , Laplace solver , Massive parallelism , Hybird Models , GPU , Heterogeneity",King Abdulaziz University,
2,A Albeshri,An Untraceable ECC-Based Remote User Authentication Scheme,2017,,King Abdulaziz University,
1,A Albeshri,Efficient Execution of Smart City’s Assets Through a Massive Parallel Computational Model,2017,"Parallel computing,  Hybrid programming,  HPC,  Smart cities",King Abdulaziz University,
1,A Albeshri,Massive Parallel Computational Model for Heterogeneous Exascale Computing System,2017,"Exascale computing , HPC , Parallelism , Super Computing , CUDA , OpenMP , MPI",King Abdulaziz University,
0,A Albeshri,Security Vulnerabilities and Improvements of SPAM: A Secure Password Authentication Mechanism for Seamless Handover in Proxy Mobile IPv6 Networks,2017," Proxy Mobile IPv6, password authentication mechanism, Impersonation attack, Dictionary attack, Seamless handover",King Abdulaziz University,
0,A Albeshri,Power Optimization of CFD Applications on Heterogeneous Architectures,2017,"Power-aware, DVFS, online-offline, Energy Efficiency, HPC, CFD
",King Abdulaziz University,
127,A Albeshri,Analysis of eight data mining algorithms for smarter Internet of Things (IoT),2016,"Internetof Things (IoT), Support Vector Machine (SVM), K-Nearest Neighbours (KNN), Linear Discriminant Analysis (LDA),Na ̈ıve Bayes (NB), C4.5, C5.0, Artificial Neural Networks (ANNs), Deep Learning ANNs (DLANNs), Big Data, Smart Cities",King Abdulaziz University,
33,A Albeshri,Big data security issues based on quantum cryptography and privacy with authentication for mobile data center,2015,Big data security and privacy; Quantum cryptography; PairHand protocol; Key management; Data center,King Abdulaziz University,
9,A Albeshri,INTWEEMS: a framework for incremental clustering of tweet streams,2015,,King Abdulaziz University,
4,A Albeshri,Security completeness problem in wireless sensor networks,2015,"Privacy, Security, Trust, Wireless sensor networks",King Abdulaziz University,
22,A Albeshri,Enhanced geoproof: improved geographic assurance for data in the cloud,2014,"Cloud computing, Cloud security, Cloud storage, Geographic assurance",King Abdulaziz University,
0,A Albeshri,Online Manuscript Access,2014,,King Abdulaziz University,
3,A Albeshri,Outsourcing data storage without outsourcing trust in cloud computing,2013,"Cloud Computing, Cloud Security, Cloud Storage, Cloud Storage Security, Geographic Assurance, Data Replication, Trust in the Cloud",King Abdulaziz University,
61,A Albeshri,Geoproof: Proofs of geographic location for cloud computing environment,2012,"cloud computing , security of data , storage management",King Abdulaziz University,
8,A Albeshri,A security architecture for cloud storage combining proofs of retrievability and fairness,2012,Cloud Computing; Cloud Storage; Cloud Security,King Abdulaziz University,
52,A Albeshri,Mutual protection in a cloud computing environment,2010,"Cloud Computing , Access Control , Reverse Access Control , Profile , Security",King Abdulaziz University,
8,A Albeshri,ZAKI: A Smart Method and Tool for Automatic Performance Optimization of Parallel SpMV Computations on Distributed Memory Machines,2019,Parallel computing Sparse matrix vector product (SpMV) Machine learning Sparse linear equation systems Distributed memory MP Decision trees Random forest Gradient boosting,King Abdulaziz University,
0,A Albeshri,Data Fusion and IoT for Smart Ubiquitous Environments: A Survey,2017,"Internet of Things, big data, data fusion, computational and artificial intelligence, high
performance computing, smart cities, smart societies, ubiquitous environments",King Abdulaziz University,
0,A Albeshri,Big Data Security Issues and Quantum Cryptography for Cloud Computing,2015,Big data security and privacy; Quantum cryptography; PairHand protocol; Key management; Data center,King Abdulaziz University,
0,A Albeshri,Loop Block Profiling with Performance Prediction,2017,"Profiling, Loop Block Profile, Code Analysis, Performance Prediction,  Speedup Estimation",King Abdulaziz University,
127,A Albeshri,Analysis of Eight Data Mining Algorithms for Smarter Internet of Things (IoT),2016,"Internetof Things (IoT), Support Vector Machine (SVM), K-Nearest Neighbours (KNN), Linear Discriminant Analysis (LDA),Na ̈ıve Bayes (NB), C4.5, C5.0, Artificial Neural Networks (ANNs), Deep Learning ANNs (DLANNs), Big Data, Smart Cities",King Abdulaziz University,
8,A Albeshri,INTWEEMS: A Framework for Incremental Clustering of Tweet Streams,2015,"Twitter, Social Media, Realtime Clustering, Incremental Clustering",King Abdulaziz University,
1,AY Al-Aama,Employing Behavioral Analysis to Predict User Attitude towards Unwanted Content in Online Social Network Services: The Case of Makkah Region in Saudi Arabia,2020,"personalized privacy protection; user behavior; user attitude; unwanted content;
behavioral analysis
",King Abdulaziz University,
1,AY Al-Aama,SentiFilter: A Personalized Filtering Model for Arabic Semi-spam Content Based on Sentimental and Behavioral Analysis,2020,"Personalization; sentiment analysis; behavioral
analysis; spam detection; recommendation systems
",King Abdulaziz University,
3,AY Al-Aama,Exploring User's Perception of Storage Management Features in Instant Messaging Applications: A Case on WhatsApp Messenger,2019,"Instant messaging , WhatsApp , Storage management feature , Mobile devices",King Abdulaziz University,
2,AY Al-Aama,Linked Open Data Life Cycle,2017,"E-government, Open Data, Linked Data, Public Sector Information, Data Management, Life Cycle Model, Citizen Participation",King Abdulaziz University,
14,AY Al-Aama,The use of Twitter to promote e–participation: connecting government and people,2015,"Twitter, social media, e–participation, Saudi Arabia, e–government, citizen participation, municipalities, transparency, e–democracy, web based communities, virtual communities, online communities, electronic participation, online participation, electronic government, electronic democracy, tweeting patterns, tweet types, tweet content, follower reactions",King Abdulaziz University,
38,AY Al-Aama,Technology knowledge management (TKM) taxonomy,2014,"Strategic Planning, E-Government, Applied Knowledge management, IT business alignment, IT systems",King Abdulaziz University,
5,AY Al-Aama,Using balanced scorecards to manage IT strategies in public organizations: The case of Jeddah municipality,2013,"balanced scorecards, information technology strategy, strategy management, performance
management, technology management, Jeddah, Saudi Arabia, municipality ",King Abdulaziz University,
2,AY Al-Aama,E-procurement vs. online procurement: a means to increase transparency in a Saudi Government organisation: the case of the Jeddah Municipality,2012,"procurement management, government procurement, Saudi Arabia, e-government, municipality, e-procurement, transparency, e-democracy, online procurement, electronic procurement, Jeddah",King Abdulaziz University,
5,AY Al-Aama,Evaluating Saudi municipal portal sophistication,2011,"Citizen Participation, E-government, Evaluation, Municipal Website, Portal, Saudi Arabia",King Abdulaziz University,
12,AY Al-Aama,The effect of visualizing roles of variables on student performance in an introductory programming course,2009,"Social and professional topics, Professional topics, Computing education, Computing education programs, Computer science education, Information science education , Software and its engineering, Software notations and tools, General programming languages",King Abdulaziz University,
4,AY Al-Aama,Improving accuracy of context aware data replication in mobile computing application,2009,"Improving accuracy of context aware data replication in mobile computing application, Information systems, Data management systems",King Abdulaziz University,
0,AY Al-Aama,Improving Scalability with the Use of the Overlay Multicast Protocol (OMP),2009,"overlay multicast, internet protocol, MPLS, PIM-SM, protocol independent multicast-sparse mode, PIM-SSM, protocol independent multicast-source specific multicast, multicasting scalability",King Abdulaziz University,
6,AY Al-Aama,A proposed framework for the development of web-based systems for the service of muslim pilgrims,2008,,King Abdulaziz University,
3,AY Al-Aama,DRP-DRP: Data Replication Protocol for Disaster Recovery Planning,2008,"business continuity , protocols , software agents",King Abdulaziz University,
4,AY Al-Aama,The Overlay Multicast Protocol (OMP): A Proposed Solution to Improving Scalability of Multicasting in MPLS Networks,2007,"IP networks , multicast protocols , multiprotocol label switching",King Abdulaziz University,
4,AY Al-Aama,The overlay multicast protocol (OMP): A proposed solution to improving scalability of multicasting in MPLS networks,2007,"IP networks , multicast protocols , multiprotocol label switching",King Abdulaziz University,
0,AY Al-Aama,Service-Learning at King Abdul Aziz University,2005,"Human-Computer Interface, Service-Learning, Web Design, Community Service, Curriculum",King Abdulaziz University,
0,AY Al-Aama,Vigilance taxonomy in safety-critical monitoring systems (scms),2003,"Cognitive Psychology, computer science, Operations Research, Technology of Education",King Abdulaziz University,
0,AY Al-Aama,Building a security capable organization: a workshop,1998,"medical information systems , security of data , data privacy , legislation",King Abdulaziz University,
0,AY Al-Aama,Computers in Education in Saudi universities,1996,,King Abdulaziz University,
0,AY Al-Aama,The electronic college: A study of the effectiveness of electronic management systems within colleges,2008,"electronic management systems, information system, e-college, electronic college, academic affairs, distributed system, centralized system, hybrid system",King Abdulaziz University,
0,AY Al-Aama,Service-Learning in a Web Authoring Course for Women at a Saudi University,2005,"Human-Computer Interface, Service-Learning, Web Design, Community Service, Curriculum",King Abdulaziz University,
0,AM Artoli,Human Action Prediction with 3D-CNN,2020,"Human activity prediction, 3D-CNN, LSTM, UCF101, MSR daily action",King Saud University,
